CheckSum,NumberOfBallotsWithOnlySubstitutesVotes,NumberOfBallotsWithOnlyTitularVotes,NumberOfBallotsWithTitularAndSubstitutesVotes,NumberOfHeaderVotes,kanton,name,niscode,validvotes
39129,13,415,190,1158,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,ECOLO,21999,1776
98812,0,36,14,173,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,Open Vld,21999,223
39644,4,103,56,150,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,CDH,21999,313
55836,24,511,165,777,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,MR,21999,1477
8192,0,27,20,92,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,PARTI POPULAIRE,21999,139
82640,4,28,9,147,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,N-VA,21999,188
91238,2,22,13,56,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,VLAAMS BELANG,21999,93
73763,0,24,12,76,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,CD&V,21999,112
91459,13,78,23,189,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,DéFI,21999,303
88751,5,55,21,131,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,PTB*PVDA,21999,212
36334,5,45,6,52,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,LISTES DESTEXHE,21999,108
86327,5,240,117,359,CANTON SPÉCIAL: AFF.ÉTRANGÈRES BRUXELLES-CAPITALE##SPECIAAL KANTON: BUZA BRUSSEL-HOOFDSTAD,PS,21999,721
86169,446,9204,1429,4705,KANTON ASSE,Open Vld,23002,15784
71177,341,17476,2717,7007,KANTON ASSE,N-VA,23002,27541
82618,206,7484,1402,5252,KANTON ASSE,VLAAMS BELANG,23002,14344
